code,exp_,pop_risk,pop_vuln,vuln6,vuln5,vuln4,vuln3,vuln2,vuln1,totalpop,region,region_code,sha_exp,sha_vuln,sha_risk,sha_vuln_nonexp,sha_nonvuln_exp,sha_nonvuln_nonexp,sha_vuln6,sha_vuln5,sha_vuln4,sha_vuln3,sha_vuln2,sha_vuln1
RUS,29.19293179,3.165612931,14.5474088,0,0,0,0.00008994279533,0.1357754052,14.4115434,144.130482,Europe & Central Asia,ECS,0.202545166,0.1009322181,0.02196352184,0.0789686963,0.1805816442,0.7184861302,0,0,0,6.240372841e-7,0.0009420311544,0.09998955578
RWA,1.591542787,1.417540871,11.83300033,0,0.1308655831,1.023960435,2.476194491,3.872325165,4.329654666,13.461888,Sub-Saharan Africa,SSF,0.1182258204,0.8790000677,0.1053002998,0.7736997604,0.01292552054,0.1080744192,0,0.009721190669,0.07606365532,0.1839410961,0.2876509726,0.3216231465
SDN,32.12119844,29.1822485,42.3022861,0,3.910736529,8.335558147,9.054945935,9.564634863,11.43641066,45.657202,Sub-Saharan Africa,SSF,0.7035297155,0.9265194535,0.6391597986,0.2873596549,0.06436991692,0.009110629559,0,0.08565431833,0.1825683117,0.1983245909,0.2094879746,0.2504842579
SEN,10.30216235,8.413793698,13.87375391,0.0003510693434,0.2699350455,1.169354887,2.38528262,3.80734052,6.241489816,16.87672,Sub-Saharan Africa,SSF,0.6104363203,0.8220645785,0.4985443652,0.3235202134,0.1118919551,0.06604346633,0.00002080198828,0.01599452086,0.06928804517,0.1413356811,0.2255971879,0.3698283732
SLB,0.2807690378,0.2609129135,0.6377155098,0,0.006612955471,0.05011000359,0.1528936272,0.235165411,0.1929335127,0.707851,East Asia & Pacific,EAS,0.3966499269,0.9009177089,0.36859864,0.5323190689,0.02805128694,0.07103100419,0,0.009342298843,0.07079173625,0.2159969062,0.3322244585,0.272562325
SLE,3.620048224,3.587456026,7.848079413,0.2373009209,0.9306435715,1.604313894,1.743446798,1.658172869,1.674201379,8.420641,Sub-Saharan Africa,SSF,0.4299017489,0.9320049882,0.4260312319,0.5059737563,0.003870517015,0.06412449479,0.02818086185,0.1105193272,0.190521583,0.2070444226,0.1969176531,0.1988211274
SLV,1.610459101,1.111365247,3.83704799,0,0.0007775915255,0.01848787484,0.1840146635,0.9888696144,2.644898264,6.314167,Latin America & Caribbean,LCN,0.2550548911,0.607688725,0.1760113835,0.4316773415,0.07904350758,0.3132677674,0,0.0001231502974,0.002927999012,0.02914314158,0.1566112489,0.4188831747
SRB,2.661083458,1.266703238,3.005295038,0,0,0.0007689779432,0.02086229814,0.4293746389,2.554289103,6.834326,Europe & Central Asia,ECS,0.3893702924,0.4397353828,0.1853442788,0.254391104,0.2040260136,0.3562386036,0,0,0.0001125170093,0.003052575747,0.06282618642,0.3737441003
STP,0.04276118536,0.04137966945,0.2184825537,0,0.001639367521,0.01507267992,0.06051587839,0.1035032325,0.03775139584,0.223107,Sub-Saharan Africa,SSF,0.191662237,0.9792725444,0.1854700595,0.7938024998,0.006192177534,0.01453526318,0,0.007347898092,0.06755807996,0.2712415159,0.463917464,0.1692075878
SUR,0.1742176165,0.0470460495,0.1595248953,0,0,0,0.0004163718258,0.01187002799,0.1472384967,0.612985,Latin America & Caribbean,LCN,0.284211874,0.2602427304,0.07674910128,0.1834936291,0.2074627727,0.5322945118,0,0,0,0.000679252902,0.01936430484,0.2401991785
SWE,1.298107909,0.02123208251,0.2016650732,0,0,0,0.0002287248952,0.01290800939,0.1885283408,10.415811,Europe & Central Asia,ECS,0.124628596,0.01936143823,0.002038447419,0.01732299104,0.122590147,0.858048439,0,0,0,0.00002195939305,0.00123927067,0.01810020767
SWZ,0.694863332,0.5556953232,0.8796665752,0,0.005727396929,0.04928490121,0.1622346198,0.2929175398,0.3695021151,1.192271,Sub-Saharan Africa,SSF,0.5828065276,0.7378075719,0.4660813808,0.271726191,0.1167251468,0.1454672813,0,0.004803771153,0.04133699462,0.1360719353,0.2456803322,0.3099145293
SYC,0.099258,0.006499594198,0.006499594198,0,0,0,0,0.00003648914942,0.006463105037,0.099258,Sub-Saharan Africa,SSF,1,0.06548181921,0.06548181921,0,0.9345181584,2.235174179e-8,0,0,0,0,0.0003676192428,0.06511420012
TCD,9.087586359,9.033328873,17.05004074,0.9328565356,3.943670018,5.507599331,3.941297942,1.985111189,0.7395057627,17.17974,Sub-Saharan Africa,SSF,0.5289711356,0.9924504757,0.5258129239,0.4666375518,0.003158211708,0.004391312599,0.05429980531,0.2295535356,0.32058689,0.2294154614,0.1155495495,0.04304522276
TGO,6.244026179,5.629002879,7.820827812,0.1026184979,0.5135491468,1.077273251,1.438233143,1.882809278,2.806344546,8.644829,Sub-Saharan Africa,SSF,0.7222844958,0.9046827555,0.6511410475,0.253541708,0.07114344835,0.02417379618,0.01187050622,0.05940535665,0.1246147528,0.1663691849,0.2177960128,0.3246269524
THA,60.78810924,11.60348948,13.89768235,0,0,0.00001396561228,0.009148797401,0.6780276259,13.21049192,71.601103,East Asia & Pacific,EAS,0.8489828706,0.1940987259,0.1620574147,0.03204131126,0.6869254708,0.1189758033,0,0,1.950474484e-7,0.0001277745323,0.009469513781,0.1845012307
TJK,2.517844081,1.66548515,6.272133132,0,0,0.01043580928,0.1864679851,1.472699675,4.60252966,9.750064,Europe & Central Asia,ECS,0.2582387328,0.6432914734,0.1708178669,0.4724736214,0.08742086589,0.2692876458,0,0,0.001070332364,0.01912479661,0.1510451287,0.4720512331
TLS,0.2733113318,0.2288019944,1.113248859,0,0.01480661025,0.08565512839,0.2185643981,0.3747033391,0.4195193787,1.320942,East Asia & Pacific,EAS,0.2069063783,0.8427689075,0.1732112318,0.6695576906,0.03369514644,0.1235359311,0,0.01120912936,0.06484397501,0.1654610038,0.2836637199,0.3175910711
TON,0.106017,0.02043904072,0.02043904072,0,0,0,0,0.0001301206935,0.02030891967,0.106017,East Asia & Pacific,EAS,1,0.1927902251,0.1927902251,0,0.8072097898,-1.490116119e-8,0,0,0,0,0.001227356843,0.1915628612
TUN,3.189683026,2.17453995,7.412549883,0,0,0.006323673508,0.1717900941,1.94850852,5.285927638,12.262946,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.260107398,0.6044672728,0.1773260683,0.4271411896,0.08278132975,0.3127514124,0,0,0.0005156732514,0.01400887594,0.1588940024,0.4310487509
TUR,19.59627206,7.991372705,31.91271183,0,0,0,0.01729065603,1.175550715,30.71987048,80.7505569,Europe & Central Asia,ECS,0.2426766157,0.3952011466,0.09896368533,0.2962374687,0.1437129378,0.4610859156,0,0,0,0.0002141242876,0.01455780305,0.3804292083
TZA,34.11084311,32.44869229,60.21303402,0.3640677086,2.800609833,9.118058621,15.77942751,16.56651114,15.58435915,63.588334,Sub-Saharan Africa,SSF,0.5364323854,0.9469195008,0.5102931857,0.4366263151,0.02613919973,0.02694129944,0.005725385156,0.0440428257,0.1433919966,0.2481497228,0.2605275214,0.2450820506
UGA,13.79771469,13.59758522,44.7736634,0.3181487942,2.908201735,8.636472046,11.92665908,11.08519858,9.898983032,45.853778,Sub-Saharan Africa,SSF,0.300906837,0.9764443636,0.2965423167,0.6799020767,0.004364520311,0.01919108629,0.006938333157,0.06342338026,0.1883480996,0.2601020038,0.241751045,0.2158815116
UKR,11.40892175,4.473425831,17.81260921,0,0,0,0.03199852294,2.331917619,15.44869313,43.822901,Europe & Central Asia,ECS,0.2603415549,0.4064680636,0.1020796373,0.3043884337,0.158261925,0.4352700114,0,0,0,0.0007301780861,0.05321230739,0.352525562
USA,107.6815803,1.693546133,4.784715896,0,0,0,0,0.09582416585,4.688891728,332.031554,North America,NAC,0.3243112862,0.01441042498,0.005100557581,0.009309867397,0.3192107379,0.6663788557,0,0,0,0,0.0002885995782,0.01412182581
UZB,7.222503117,3.91723608,18.67292351,0,0,0.008886020856,0.3232114762,3.714635381,14.62619071,34.9151,Europe & Central Asia,ECS,0.2068590075,0.5348094106,0.1121931821,0.4226162434,0.09466582537,0.3705247641,0,0,0.000254503655,0.009257068858,0.1063905135,0.4189073145
VNM,86.22031072,18.6468398,21.92793134,0,0,0.006389751325,0.2196940091,2.592642238,19.10920548,97.468029,East Asia & Pacific,EAS,0.8846009374,0.2249756306,0.1913123727,0.03366325796,0.6932885647,0.08173580468,0,0,0.00006555741129,0.002254011109,0.02659992501,0.1960561424
VUT,0.319137,0.2490679193,0.2490679193,0,0.00227949633,0.02487311032,0.04078826593,0.06895910576,0.1121679407,0.319137,East Asia & Pacific,EAS,1,0.7804419994,0.7804419994,0,0.2195580006,0,0,0.007142689079,0.07793866098,0.1278080195,0.2160799503,0.3514727056
WSM,0.218764,0.114749901,0.114749901,0,0,0,0,0.00501601526,0.109733887,0.218764,East Asia & Pacific,EAS,1,0.5245373845,0.5245373845,0,0.4754626155,0,0,0,0,0,0.02292888798,0.5016085505
XKX,0.6198786964,0.346516581,0.9738564417,0,0,0,0.005988361048,0.1487555145,0.8191125654,1.786038,Europe & Central Asia,ECS,0.3470691442,0.545260787,0.1940141171,0.351246655,0.1530550271,0.3016842008,0,0,0,0.003352874424,0.08328799158,0.4586198926
YEM,8.486894009,7.366374881,28.44380966,0,0.2033966621,2.159373891,6.162608867,9.921793411,9.996636804,32.981641,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.257321775,0.8624134064,0.2233477384,0.6390656829,0.03397403657,0.1036125422,0,0.006166966166,0.06547199935,0.1868496686,0.3008277714,0.3030970097
ZAF,10.52444283,7.415305809,32.61692411,0,0.0006950869229,0.03653287269,0.6902095436,6.415576184,25.47391018,59.392255,Sub-Saharan Africa,SSF,0.1772022843,0.5491780639,0.1248530746,0.4243249893,0.05234920979,0.3984727263,0,0.00001170332598,0.0006151117268,0.0116212042,0.1080204174,0.4289096296
ZMB,5.37238321,5.244251913,17.85923151,0.109543601,1.133957888,3.651961411,5.122862734,4.632071413,3.208834449,19.473125,Sub-Saharan Africa,SSF,0.2758870721,0.9171220064,0.2693071663,0.6478148699,0.006579905748,0.07629805803,0.005625373684,0.05823194236,0.1875385344,0.2630734742,0.237869963,0.1647827178
ZWE,8.536463109,8.155712206,14.22033357,0.004935610734,0.2230312713,1.381844147,3.296720484,4.470860636,4.842941416,15.993524,Sub-Saharan Africa,SSF,0.5337449908,0.8891307116,0.5099384189,0.3791922927,0.02380657196,0.08706271648,0.0003086005745,0.01394509897,0.08640023321,0.2061284631,0.2795419395,0.3028064072
WLD,3952.392741,1341.244166,2433.134992,25.70119892,105.167379,200.4883771,283.2579016,499.6964466,1318.823689,6832.088271,World,WLD,0.578504324,0.3561334312,0.1963154078,0.1598180234,0.3821889162,0.2616776526,0.00376183656,0.01539315283,0.02934511006,0.0414599292,0.07313963771,0.1930337548
EAS,1431.214933,198.5865479,333.662187,0.01288190081,1.027254301,4.703582133,16.70473189,59.5765601,251.6371768,2106.439618,East Asia & Pacific,EAS,0.6794474125,0.1584010273,0.09427592903,0.06412509829,0.5851714611,0.2564275265,0.000006115485576,0.000487673271,0.002232953673,0.007930316031,0.02828306146,0.1194609031
ECS,195.2487495,36.6936709,134.9501804,0,0,0.02112960983,0.6807537758,11.34907618,122.8992211,772.3746694,Europe & Central Asia,ECS,0.2527902126,0.1747211367,0.04750760645,0.1272135377,0.2052825987,0.6199962497,0,0,0.00002735668386,0.0008813776658,0.01469374448,0.1591186523
LCN,155.6442928,73.53596376,186.8699811,0.007521688854,0.8913684575,2.803012475,7.651076598,35.85255341,139.6644483,497.579348,Latin America & Caribbean,LCN,0.3128029704,0.3755581677,0.147787407,0.2277707607,0.1650155634,0.4594262838,0.00001511656137,0.001791409682,0.005633297376,0.01537659578,0.0720539391,0.2806877792
MEA,286.119326,229.3679293,319.9273303,0.5488802323,4.139599562,15.1549803,39.28909284,102.4433797,158.3513961,475.163618,"Middle East, North Africa, Afghanistan & Pakistan",MEA,0.6021490693,0.6732993126,0.4827135801,0.1905857325,0.1194354892,0.2072651982,0.001155139413,0.008711945266,0.0318942368,0.08268539608,0.2155960053,0.3332565725
NAC,114.2921668,2.098169068,7.114250045,0,0,0,0,0.1099113029,7.00433874,370.258052,North America,NAC,0.3086824715,0.0192143023,0.005666775163,0.01354752667,0.3030157089,0.6777700186,0,0,0,0,0.0002968505432,0.01891745068
SAS,1346.239119,400.9734601,445.0436896,0.0003604497178,0.02545170164,0.3959935996,4.979089583,59.46474075,380.1780542,1509.949352,South Asia,SAS,0.8915789723,0.2947407961,0.2655542493,0.0291865468,0.6260247231,0.07923448086,2.387164386e-7,0.00001685599636,0.000262256217,0.003297521034,0.03938194364,0.2517820001
SSF,423.6341535,399.9884254,1005.567374,25.13155465,99.08370502,177.4096789,213.9531569,230.9002252,259.0890536,1100.323613,Sub-Saharan Africa,SSF,0.3850086927,0.9138833284,0.3635188937,0.5503644347,0.02148979902,0.06462687254,0.02284014784,0.09004960209,0.1612340957,0.1944456697,0.2098475546,0.2354662269
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,"6,832,088,270.57",,,,,,,,,,,,,,
