,code,sex,laborforce,unemployed,SL.EMP.VULN.ZS,SL.EMP.WORK.ZS,SL.EMP.MPYR.ZS,employed,vulnerable,waged,employer,total,not_in_laborforce
220,LBR,MA,82.145,3.555,65.85431985,32.38227542,1.763326822,78.59,51.75490997,25.44923025,1.38579855,82.14493877,17.855
221,LBY,FE,35.778,25.005,7.12824143,91.33068045,1.541233017,10.773,0.7679254492,9.839054205,0.166037033,35.77801669,64.222
222,LBY,MA,67.306,15.577,15.38976258,82.00851067,2.601726747,51.729,7.960970285,42.42218249,1.345847229,67.306,32.694
223,LCA,FE,70.48,12.185,16.98945997,79.44333229,3.569619643,58.295,9.904005692,46.31149056,2.080909771,70.48140602,29.52
224,LCA,MA,80.488,10.15,28.6199118,63.57835267,7.801735525,70.338,20.13067356,44.7197417,5.487584734,80.488,19.512
225,LIE,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
226,LIE,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
227,LKA,FE,35.847,9.396,38.55010586,60.44446389,1.005430251,26.451,10.1968885,15.98816514,0.2659463556,35.847,64.153
228,LKA,MA,74.836,4.307,39.04815976,57.13381094,3.818011695,70.529,27.5402766,40.29590552,2.692805468,74.83598758,25.164
229,LSO,FE,51.45,18.671,29.73352705,65.57278112,4.694011144,32.779,9.746352833,21.49410192,1.538649913,51.45010467,48.55
230,LSO,MA,68.983,14.712,35.22200689,58.30607017,6.472162792,54.271,19.11533536,31.64328734,3.512507469,68.98313017,31.017
231,LTU,FE,77.068,6.373,8.44575204,90.93734455,0.6169034085,70.695,5.970724404,64.28815573,0.4361198646,77.068,22.932
232,LTU,MA,79.276,7.297,12.71159984,85.38403646,1.904363702,71.979,9.149682448,61.4585756,1.370741949,79.276,20.724
233,LUX,FE,70.514,5.436,6.926252046,90.27117993,2.802568027,65.078,4.507466306,58.74667847,1.823855221,70.514,29.486
234,LUX,MA,77.342,4.967,6.347588986,89.89201528,3.760964975,72.375,4.594067529,65.05934606,2.7219984,77.34241199,22.658
235,LVA,FE,74.372,5.342,7.645616928,89.2297884,3.124374828,69.03,5.277769365,61.59532293,2.156755944,74.37184824,25.628
236,LVA,MA,78.977,7.573,9.110730208,83.96330308,6.925966713,71.404,6.505425798,59.95315693,4.945417272,78.977,21.023
237,MAC,FE,67.4,1.958,2.081059486,96.37994872,1.538991796,65.442,1.361886949,63.07296604,1.007147011,67.4,32.6
238,MAC,MA,84.039,2.501,4.490874281,90.76314553,4.745980188,81.538,3.661769071,74.0064536,3.869777325,84.039,15.961
239,MAF,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,MAF,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,MAR,FE,21.377,10.697,21.97926147,75.1325225,2.888216031,10.68,2.347385125,8.024153403,0.3084614721,21.377,78.623
242,MAR,MA,73.654,8.572,39.56944211,55.85077863,4.579779258,65.082,25.75258432,36.34880375,2.980611937,73.654,26.346
243,MCO,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
244,MCO,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
245,MDA,FE,72.542,1.211,59.44777283,40.47255951,0.07966765984,71.331,42.40469084,28.86948142,0.05682773844,72.542,27.458
246,MDA,MA,72.169,1.97,57.88656636,41.60786788,0.5055657664,70.199,40.63579072,29.20830717,0.3549021123,72.169,27.831
247,MDG,FE,84.119,3.33,88.22905556,9.19943248,2.571511962,80.789,71.27937169,7.432129507,2.077498799,84.119,15.881
248,MDG,MA,88.562,2.82,81.44434272,12.75757243,5.798097351,85.742,69.83200833,10.93859776,4.971404631,88.56201072,11.438
249,MDV,FE,42.818,3.649,32.82679406,66.38375008,0.7877617402,39.169,12.85792697,26.00185107,0.308558396,42.81733643,57.182
250,MDV,MA,78.356,4.417,14.93951972,81.61959816,3.440882121,73.939,11.04613149,60.34871468,2.544153831,78.356,21.644
251,MEX,FE,51.444,2.797,28.48665038,68.6027478,2.910601819,48.647,13.85790081,33.37317872,1.415920467,51.444,48.556
252,MEX,MA,81.777,2.744,24.52214087,68.67504678,6.802812352,79.033,19.38058359,54.27594972,5.376466686,81.777,18.223
253,MHL,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
254,MHL,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,MKD,FE,54.137,11.429,7.899145299,88.72034188,3.380512821,42.708,3.373566974,37.89068361,1.443749415,54.137,45.863
256,MKD,MA,77.855,14.404,11.42561571,80.67853226,7.895852029,63.451,7.249667427,51.1913355,5.009997071,77.855,22.145
257,MLI,FE,59.95,3.078,92.75758448,7.130093558,0.1123219645,56.872,52.75309344,4.055026808,0.06387974764,59.95,40.05
258,MLI,MA,81.66,2.868,79.77176739,19.84773163,0.3805009793,78.792,62.85377096,15.63842471,0.2998043316,81.66,18.34
259,MLT,FE,72.598,2.945,9.051974387,89.13645275,1.810731445,69.653,6.30497172,62.08621343,1.261228773,72.59741393,27.402
260,MLT,MA,87.106,3.228,12.60535501,81.78732556,5.606718691,83.878,10.57311967,68.60157293,4.702803504,87.10549611,12.894
261,MMR,FE,45.199,3.678,63.28222668,35.64534875,1.072424568,41.521,26.27541334,14.80030526,0.4452814048,45.199,54.801
262,MMR,MA,74.095,2.641,62.28749458,34.74280471,2.969700711,71.454,44.50690638,24.82512368,2.121969946,74.095,25.905
263,MNE,FE,53.479,12.816,10.54451342,87.33950705,2.114968559,40.663,4.28771549,35.51486375,0.860009665,53.47858891,46.521
264,MNE,MA,66.437,16.124,19.62708366,76.01668678,4.356229557,50.313,9.874974603,38.24627562,2.191749777,66.437,33.563
265,MNG,FE,57.788,4.622,35.17739346,62.11042067,2.712352241,53.166,18.70241301,33.02162625,1.442049193,57.78808845,42.212
266,MNG,MA,72.202,6.212,37.98232266,58.69358101,3.32409633,65.99,25.06453472,38.73189411,2.193571168,72.202,27.798
267,MNP,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
268,MNP,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,MOZ,FE,78.633,3.775,92.26523361,6.155043725,1.579736175,74.858,69.06790858,4.607542632,1.182558906,78.63301012,21.367
270,MOZ,MA,79.739,3.237,72.38595062,24.55472295,3.059326433,76.502,55.37669994,18.78485415,2.340445908,79.739,20.261
271,MRT,FE,27.098,15.135,70.99130592,28.2547049,0.754290536,11.963,8.492689927,3.380110347,0.09023577682,27.09803605,72.902
272,MRT,MA,58.198,8.099,44.81583545,49.02700263,6.157161924,50.099,22.4522854,24.56203805,3.084676552,58.198,41.802
273,MUS,FE,50.748,7.59,10.64838948,88.46310985,0.8885006786,43.158,4.59563193,38.17890895,0.3834591229,50.748,49.252
274,MUS,MA,78.122,4.318,18.80089657,77.36869671,3.830125137,73.804,13.8758137,57.10119292,2.826785556,78.12179218,21.878
275,MWI,FE,64.159,5.946,66.93135368,32.19468302,0.8739632969,58.213,38.96274892,18.74149083,0.508760254,64.159,35.841
276,MWI,MA,71.803,4.152,54.4306198,44.22355344,1.345851355,67.651,36.8228586,29.91767614,0.9104819005,71.80301664,28.197
277,MYS,FE,56.161,4.05,18.20801868,79.30793804,2.484058913,52.111,9.488380614,41.32815959,1.29446794,56.16100814,43.839
278,MYS,MA,81.752,3.762,27.9108886,68.25937713,3.829734274,77.99,21.76770202,53.23548822,2.98680976,81.752,18.248
279,NAM,FE,56.816,18.122,39.08406927,55.35910081,5.556829912,38.694,15.12318976,21.42065047,2.150159766,56.816,43.184
280,NAM,MA,64.114,20.53,25.40414681,66.19168201,8.404392722,43.584,11.07214335,28.84898269,3.662970524,64.11409656,35.886
281,NCL,FE,60.556,11.631,9.196387001,88.52965825,2.273954744,48.925,4.49933234,43.3131353,1.112532359,60.556,39.444
282,NCL,MA,70.56,10.333,17.84808094,78.53059258,3.619720572,60.227,10.74936371,47.29661999,2.180049109,70.55903281,29.44
283,NER,FE,61.26,0.299,93.76146709,3.991505915,2.247026997,60.961,57.15792795,2.433261921,1.369810128,61.26,38.74
284,NER,MA,85.149,0.513,78.06625214,13.71588225,8.21786561,84.636,66.07215316,11.6085741,6.955272737,85.149,14.851
285,NGA,FE,81.966,4.113,78.91572244,10.80257722,10.28170034,77.853,61.43825739,8.410130445,8.004612164,81.966,18.034
286,NGA,MA,84.828,2.098,54.27752685,19.38461168,26.33786146,82.73,44.90379797,16.03688925,21.78931279,84.828,15.172
287,NIC,FE,52.972,4.847,45.55164175,51.81757828,2.630779965,48.125,21.92172759,24.93720955,1.266062858,52.972,47.028
288,NIC,MA,83.745,4.631,32.41065486,60.36976359,7.219636204,79.114,25.64136548,47.76093476,5.711742986,83.74504323,16.255
289,NLD,FE,81.944,3.745,10.76682502,87.32155832,1.911637911,78.199,8.419549495,68.28458539,1.49488173,81.94401662,18.056
290,NLD,MA,89.008,3.351,15.22480797,80.1000325,4.675159534,85.657,13.04111376,68.61128484,4.004601402,89.008,10.992
291,NOR,FE,78.067,3.45,2.840943133,96.86862045,0.2904364218,74.617,2.119826537,72.28045852,0.2167149449,78.067,21.933
292,NOR,MA,82.472,3.681,5.11908608,94.14497254,0.7359413811,78.791,4.033379113,74.17776531,0.5798555735,82.472,17.528
293,NPL,FE,29.49,12.182,91.19732674,8.320314932,0.4823583265,17.308,15.78443331,1.440080108,0.08348657914,29.49,70.51
294,NPL,MA,56.826,9.719,71.54698487,26.39347088,2.059544254,47.107,33.70363816,12.43317233,0.9701895118,56.826,43.174
295,NRU,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
296,NRU,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,NZL,FE,79.491,3.966,11.46705116,84.44286823,4.09008061,75.525,8.660490388,63.77547623,3.089033381,79.491,20.509
298,NZL,MA,87.068,3.515,14.54642845,78.17669922,7.276937649,83.553,12.15397737,65.3189775,6.080099714,87.06805458,12.932
299,OMN,FE,32.151,11.209,3.587323763,95.2582434,1.154717949,20.942,0.7512573424,19.94898133,0.241821033,32.15105971,67.849
300,OMN,MA,89.055,1.711,2.211895658,96.7809589,1.007192419,87.344,1.931958143,84.53236075,0.8797221468,89.05504104,10.945
301,PAK,FE,25.669,7.261,73.28914789,26.61194546,0.09890665452,18.408,13.49106634,4.89872692,0.01820673696,25.669,74.331
302,PAK,MA,83.06,4.863,50.57313821,47.55911438,1.867747411,78.197,39.54667689,37.18980067,1.460522443,83.06,16.94
303,PAN,FE,58.336,8.544,33.21267527,64.95435172,1.832973006,49.792,16.53725527,32.34207081,0.9126739193,58.336,41.664
304,PAN,MA,82.658,5.167,37.96350988,58.51644024,3.520131916,77.491,29.41830344,45.34497471,2.727785423,82.65806357,17.342
305,PER,FE,69.282,5.8,54.3173214,43.49723627,2.185429755,63.482,34.48172197,27.61291553,1.387354517,69.28199201,30.718
306,PER,MA,83.955,4.152,43.96870103,50.57690213,5.454407091,79.803,35.08834249,40.36188521,4.352780491,83.95500818,16.045
307,PHL,FE,52.421,2.501,39.92671633,58.20221491,1.871063851,49.92,19.93141679,29.05454568,0.9340350743,52.42099755,47.579
308,PHL,MA,74.491,2.024,30.13317276,66.81887526,3.047948513,72.467,21.83660631,48.42163433,2.208756849,74.49099749,25.509
309,PLW,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
310,PLW,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
311,PNG,FE,51.376,2.167,81.862471,15.59550859,2.54196022,49.209,40.28370335,7.674393824,1.250873205,51.37597038,48.624
312,PNG,MA,54.029,3.109,68.53150545,27.27365219,4.194842363,50.92,34.89624258,13.88774369,2.136013731,54.029,45.971
313,POL,FE,69.112,2.788,11.78233026,85.67531746,2.542352277,66.324,7.814512723,56.82329755,1.686189724,69.112,30.888
314,POL,MA,80.21,2.704,19.59767791,75.37511773,5.027194566,77.506,15.18937624,58.42023874,3.89637742,80.20999241,19.79
315,PRI,FE,44.488,4.636,7.781563758,90.02806701,2.190369228,39.852,3.101108789,35.87798527,0.8729059448,44.488,55.512
316,PRI,MA,64.311,6.534,18.13674238,77.46473678,4.398520837,57.777,10.47886564,44.75680097,2.541333384,64.311,35.689
317,PRK,FE,86.722,2.931,91.25810332,7.897358056,0.8445507666,83.791,76.46607736,6.617275289,0.7076575328,86.72201018,13.278
318,PRK,MA,90.797,2.737,80.07556981,15.86522714,4.059203057,88.06,70.51454677,13.97091902,3.574534212,90.797,9.203
319,PRT,FE,75.511,6.885,8.633597045,88.5169157,2.849527969,68.626,5.924892308,60.74561857,1.955517064,75.51102794,24.489
320,PRT,MA,79.905,6.142,11.14796185,82.4787095,6.37336809,73.763,8.223071099,60.83877049,4.701187504,79.90502909,20.095
321,PRY,FE,62.751,7.341,38.435365,58.81884094,2.745868759,55.41,21.29703575,32.59151976,1.52148588,62.75104139,37.249
322,PRY,MA,85.562,4.679,34.6849573,58.58180786,6.73323484,80.883,28.05423401,47.38272365,5.446042336,85.562,14.438
323,PSE,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
324,PSE,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
325,PYF,FE,52.994,12.76,12.34033149,86.23425414,1.42320442,40.234,4.965008972,34.69548981,0.5726120663,52.99311085,47.006
326,PYF,MA,66.676,10.97,17.25710277,79.71471998,3.028177248,55.706,9.61324167,44.40588191,1.686876418,66.676,33.324
327,QAT,FE,65.003,0.378,0.05222248291,99.57919275,0.3685847707,64.625,0.03374877958,64.35305331,0.2381979081,65.003,34.997
328,QAT,MA,96.268,0.076,0.1416036168,99.61163774,0.2467586392,96.192,0.1362113511,95.81842658,0.2373620702,96.268,3.732
329,ROU,FE,57.11,5.12,19.7643369,79.56797594,0.6676572086,51.99,10.27547875,41.36739069,0.3471149827,57.10998443,42.89
330,ROU,MA,76.186,5.934,23.03710764,75.45141561,1.511454545,70.252,16.18402886,53.0061285,1.061827047,76.1859844,23.814
331,RUS,FE,71.46,3.188,4.959229948,94.20789042,0.8328767781,68.272,3.38576547,64.31761095,0.5686216339,71.45999805,28.54
332,RUS,MA,80.273,2.969,5.425703551,92.65962402,1.914672424,77.304,4.194285873,71.62959576,1.480118371,80.273,19.727
333,RWA,FE,60.563,14.365,43.97097735,55.08582198,0.943200668,46.198,20.31371212,25.44854804,0.4357398446,60.563,39.437
334,RWA,MA,71.707,10.527,36.87413922,61.9212448,1.204654505,61.18,22.55959838,37.88341757,0.7370076259,71.70702357,28.293
335,SAU,FE,35.444,12.322,3.775694058,92.95356083,3.270745114,23.122,0.8730159802,21.49272233,0.7562616852,35.444,64.556
336,SAU,MA,81.956,2.009,1.460589579,93.21734116,5.322069264,79.947,1.167697551,74.52446773,4.254834715,81.956,18.044
337,SDN,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
338,SDN,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
339,SEN,FE,38.143,3.34,77.65301946,21.74867558,0.598355431,34.803,27.02558036,7.569191562,0.2082456407,38.14301756,61.857
340,SEN,MA,65.075,2.486,62.87641695,35.42113342,1.702420569,62.589,39.35372061,22.1697332,1.06552801,65.07498181,34.925
341,SGP,FE,69.843,3.708,6.417208671,91.04523186,2.537627476,66.135,4.244020955,60.21276409,1.678259932,69.84304498,30.157
342,SGP,MA,81.695,3.244,11.48119319,83.39112234,5.127633194,78.451,9.007110871,65.42116938,4.022679517,81.69495977,18.305
343,SLB,FE,84.247,1.511,74.19303212,25.42586498,0.3806027627,82.736,61.38434705,21.03634365,0.3148955018,84.24658621,15.753
344,SLB,MA,87.329,1.403,53.13531505,45.03515486,1.829991736,85.926,45.65705081,38.69690717,1.572438699,87.32939668,12.671
345,SLE,FE,52.921,2.121,91.70779027,4.700177992,3.592031742,50.8,46.58755745,2.38769042,1.824752125,52.921,47.079
346,SLE,MA,56.778,4.118,82.27150574,16.11115643,1.617337839,52.66,43.32417492,8.484134974,0.8516901058,56.778,43.222
347,SLV,FE,50.786,3.369,40.06477386,56.75186629,3.183359849,47.417,18.99751382,26.91003244,1.50945374,50.786,49.214
348,SLV,MA,80.249,2.725,25.48599369,68.51810932,5.995958542,77.524,19.75776175,53.11797907,4.6483069,80.24904772,19.751
349,SMR,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
350,SMR,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
351,SOM,FE,21.728,24.564,59.49950656,34.45137972,6.049113723,-2.836,-1.687406006,-0.9770411289,-0.1715528652,21.728,78.272
352,SOM,MA,47.97,16.395,39.31074063,54.4534697,6.235737304,31.575,12.41236635,17.19368306,1.968934054,47.96998347,52.03
353,SRB,FE,65.71,8.648,21.99123806,76.13262945,1.876132487,57.062,12.54864026,43.44280102,1.07055872,65.71,34.29
354,SRB,MA,78.932,7.941,25.37062009,70.22266732,4.40671259,70.991,18.01085691,49.85177376,3.128369335,78.932,21.068
355,SSD,FE,72.899,13.671,73.43899699,25.6913299,0.8696276608,59.228,43.49644914,15.21646087,0.515063071,72.89897308,27.101
356,SSD,MA,76.357,11.281,69.43991545,29.97662066,0.5834195541,65.076,45.18871938,19.50758566,0.379666109,76.35697115,23.643
357,STP,FE,23.015,9.177,35.0244418,56.84370458,8.131853613,13.838,4.846682257,7.86603184,1.125285903,23.015,76.985
358,STP,MA,24.136,8.966,33.32253046,57.1298937,9.547575836,15.17,5.055027871,8.666604874,1.448367254,24.136,75.864
359,SUR,FE,50.315,10.733,18.28776286,80.95029162,0.7619455295,39.582,7.238662293,32.04174443,0.3015932795,50.315,49.685
360,SUR,MA,69.58,5.431,21.18673198,74.24164304,4.572341096,64.149,13.5910767,47.62527159,2.93311109,69.58045938,30.42
361,SVK,FE,72.733,5.933,7.155228085,91.57882918,1.266022361,66.8,4.779692361,61.17465789,0.8457029374,72.73305319,27.267
362,SVK,MA,80.095,5.758,16.96171142,78.93556787,4.102791241,74.337,12.60882742,58.67833309,3.049891925,80.09505243,19.905
363,SVN,FE,73.355,3.714,8.357191019,89.83544121,1.80736777,69.641,5.820031397,62.56229961,1.258668989,73.355,26.645
364,SVN,MA,79.773,3.6,12.50788854,82.30749258,5.18443857,76.173,9.527633937,62.69608632,3.949142392,79.77286265,20.227
365,SWE,FE,82.187,7.866,4.807648067,93.53920454,1.653107037,74.321,3.57309212,69.5192722,1.228605681,82.18697,17.813
366,SWE,MA,85.703,7.382,9.508640688,85.59239826,4.898924922,78.321,7.447262473,67.03682224,3.836886988,85.7029717,14.297
367,SWZ,FE,48.002,36.696,39.64281528,58.80402565,1.552321784,11.306,4.482016695,6.64838314,0.1755055009,48.00190534,51.998
368,SWZ,MA,52.211,33.554,26.41238648,70.88661422,2.700999301,18.657,4.927758945,13.22531562,0.5039254397,52.211,47.789
369,SXM,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
370,SXM,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
371,SYC,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
372,SYC,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
373,SYR,FE,14.36,24.908,10.37435133,89.35341485,0.2722338205,-10.548,-1.094286578,-9.424998199,-0.02871522338,14.36,85.64
374,SYR,MA,65.555,10.638,37.45285144,61.16238687,1.38476169,54.917,20.56798243,33.588548,0.7604695773,65.555,34.445
375,TCA,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
376,TCA,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
377,TCD,FE,48.877,0.734,95.98357236,3.520928619,0.495499024,48.143,46.20937124,1.695080665,0.2385480951,48.877,51.123
378,TCD,MA,72.146,1.306,85.82692558,12.47121472,1.701859698,70.84,60.79979408,8.834608511,1.20559741,72.146,27.854
379,TGO,FE,57.287,2.098,89.85577247,9.248222074,0.8960054588,55.189,49.59050227,5.10400128,0.4944964526,57.287,42.713
380,TGO,MA,60.989,1.81,71.97727382,25.80891213,2.213814045,59.179,42.59543088,15.27345611,1.310113014,60.989,39.011
381,THA,FE,68.476,0.808,50.04677377,48.57100598,1.382225643,67.668,33.86565087,32.86702833,0.9353244484,68.47600365,31.524
382,THA,MA,82.353,0.67,49.44386272,47.33199414,3.224138568,81.683,40.38723039,38.66219278,2.633573106,82.35299627,17.647
383,TJK,FE,33.086,10.462,26.1501383,70.72632223,3.123333124,22.624,5.91620729,16.00112314,0.7066228859,33.08595332,66.914
384,TJK,MA,52.878,12.263,21.448694,74.53810543,4.013270161,40.615,8.711387069,30.27365152,1.629989676,52.87802827,47.122
385,TKM,FE,52.335,2.538,30.00173386,67.78795247,2.210313668,49.797,14.93996341,33.75636669,1.100669897,52.335,47.665
386,TKM,MA,48.525,5.86,26.97624548,69.25621563,3.767538884,42.665,11.50941513,29.5481644,1.607420465,48.525,51.475
387,TLS,FE,60.837,1.538,63.54294202,19.98249891,16.47455907,59.299,37.68032919,11.84942203,9.769248784,60.837,39.163
388,TLS,MA,71.48,1.507,51.35430176,30.63063904,18.0150592,69.973,35.93414557,21.43317705,12.60567737,71.48,28.52
389,TON,FE,44.745,2.86,35.19193794,47.35132268,17.45010939,41.885,14.74014321,19.83310151,7.30897832,44.74222303,55.255
390,TON,MA,66.257,1.789,38.41763943,50.00259403,11.57976654,64.468,24.76708379,32.23567232,7.465243891,66.257,33.743
391,TTO,FE,58.818,4.803,14.67865919,82.37427798,2.94672759,54.015,7.928677761,44.49446625,1.591674908,58.81781892,41.182
392,TTO,MA,75.332,3.75,26.67142474,67.59028322,5.738292039,71.582,19.09193926,48.38247653,4.107584208,75.332,24.668
393,TUN,FE,30.516,20.453,12.79810114,84.22901645,2.972882404,10.063,1.287872918,8.475965926,0.2991611563,30.516,69.484
394,TUN,MA,72.584,12.82,21.26643796,70.70898085,8.024581189,59.764,12.70967398,42.25851531,4.795810702,72.584,27.416
395,TUR,FE,40.695,12.719,25.76043498,72.54252853,1.697027161,27.976,7.206739291,20.29449778,0.4747603187,40.69499739,59.305
396,TUR,MA,77.681,7.689,23.06185444,70.85130044,6.086845125,69.992,16.14145316,49.5902422,4.26030464,77.681,22.319
397,TUV,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
398,TUV,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
399,TZA,FE,81.814,3.498,89.30174276,9.557452592,1.140804651,78.316,69.93755286,7.485014572,0.8934325703,81.814,18.186
400,TZA,MA,88.205,1.702,78.76830667,19.12054974,2.11114359,86.503,68.13694832,16.53984914,1.82620254,88.205,11.795
401,UGA,FE,77.727,3.359,84.17292293,11.38798846,4.439088608,74.368,62.59771932,8.469019261,3.301261416,77.727,22.273
402,UGA,MA,86.252,2.252,65.95984171,25.18151739,8.858631928,84,55.40626704,21.15247461,7.441250819,86.25199246,13.748
403,UKR,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
404,UKR,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
405,URY,FE,71.021,9.435,24.70861376,72.93734776,2.354038476,61.586,15.21704687,44.91919499,1.449758136,71.021,28.979
406,URY,MA,80.395,7.408,26.5460518,68.68337274,4.770460368,72.987,19.37516683,50.12993326,3.481815909,80.39491599,19.605
407,USA,FE,68.72,3.45,2.971181259,95.84725875,1.181558698,65.27,1.939290008,62.55950579,0.771203362,68.71999916,31.28
408,USA,MA,78.202,3.795,4.234847841,92.29672275,3.468430495,74.407,3.151023233,68.6752225,2.580755078,78.20200081,21.798
409,UZB,FE,43.746,6.592,21.98231768,69.73770171,8.279980615,37.154,8.167310309,25.91034569,3.076343998,43.746,56.254
410,UZB,MA,77.599,3.288,39.88655401,45.82411403,14.28933196,74.311,29.64009715,34.05235738,10.61854547,77.599,22.401
411,VCT,FE,64.084,16.567,18.33536383,77.71070993,3.953926238,47.517,8.71241483,36.92579804,1.87878713,64.084,35.916
412,VCT,MA,83.754,19.993,21.54876654,71.91635354,6.530795622,63.761,13.73970903,45.85458618,4.164100596,83.75139581,16.246
413,VEN,FE,42.236,6.001,33.75986492,65.22431907,1.015789882,36.235,12.23288705,23.63403201,0.3680714638,42.23599053,57.764
414,VEN,MA,72.71,5.185,41.87784378,56.11634293,2.005828362,67.525,28.27801401,37.89256056,1.354435601,72.71001018,27.29
415,VGB,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
416,VGB,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
417,VIR,FE,64.123,13.149,5.112437451,93.09097486,1.796587689,50.974,2.606013866,47.45219353,0.9157926087,64.123,35.877
418,VIR,MA,70.293,11.52,9.933131394,84.88883809,5.17803052,58.773,5.837999314,49.89171681,3.043283877,70.293,29.707
419,VNM,FE,75.59,1.511,56.20315904,42.79938821,0.9974564238,74.079,41.63473819,31.70535879,0.7389057442,75.59000272,24.41
420,VNM,MA,83.062,1.772,46.3782656,51.03769801,2.584032902,81.29,37.70089211,41.48854471,2.100560346,83.06199716,16.938
421,VUT,FE,55.83,6.371,61.74040351,36.63511291,1.624483575,49.459,30.53618617,18.11936049,0.8034533312,55.83,44.17
422,VUT,MA,65.125,3.978,53.9206001,42.48949316,3.589906736,61.147,32.97082935,25.98105038,2.195120272,65.125,34.875
423,WSM,FE,33.724,7.678,35.95640384,62.53650396,1.507092199,26.046,9.365204944,16.28825782,0.392537234,33.724,66.276
424,WSM,MA,58.876,3.45,44.88517745,51.4500931,3.664729448,55.426,24.87805846,28.5167286,2.031212944,58.876,41.124
425,XKX,FE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
426,XKX,MA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
427,YEM,FE,5.132,29.464,63.72849006,33.69679512,2.574465646,-24.332,-15.5064162,-8.19910419,-0.6264189811,5.132060629,94.868
428,YEM,MA,61.835,16.095,45.78396844,47.04338912,7.172642434,45.74,20.94158717,21.51764618,3.280766649,61.835,38.165
429,ZAF,FE,57.563,34.531,10.64873498,86.32007239,3.031192628,23.032,2.452616641,19.88123907,0.6981442861,57.563,42.437
430,ZAF,MA,68.067,29.946,11.12357086,81.50953549,7.366903488,38.121,4.240416446,31.07225003,2.808337279,68.06700375,31.933
431,ZMB,FE,54.367,6.207,80.52711089,17.56621678,1.906672335,48.16,38.7818566,8.459890001,0.9182533968,54.367,45.633
432,ZMB,MA,65.293,5.646,62.15311589,33.55564842,4.291263243,59.647,37.07246903,20.01493761,2.559609787,65.29301643,34.707
433,ZWE,FE,60.831,8.824,76.54094941,21.57532179,1.883728804,52.007,39.80665156,11.2206776,0.9796708393,60.831,39.169
434,ZWE,MA,72.28,8.694,60.81330357,35.38589123,3.800805196,63.586,38.66874721,22.5004728,2.416779992,72.28,27.72
