iso3c,date,years_of_schooling
ALB,1960,2.679207802
ALB,1965,3.264728785
ALB,1970,3.662454128
ALB,1975,4.363319874
ALB,1980,5.513780594
ALB,1985,6.812023163
ALB,1990,7.914572239
ALB,1995,8.15225029
ALB,2000,9.853750229
ALB,2005,10.19838333
ALB,2010,10.55341148
BGR,1870,0.9305809736
BGR,1875,0.9647163749
BGR,1880,1.015164495
BGR,1885,1.059005141
BGR,1890,1.110857248
BGR,1895,1.258443236
BGR,1900,1.394195318
BGR,1905,1.500428438
BGR,1910,1.633029938
BGR,1915,1.977779984
BGR,1920,2.245666981
BGR,1925,2.422466755
BGR,1930,2.552391768
BGR,1935,2.611030817
BGR,1940,2.874121428
BGR,1945,3.060562849
BGR,1950,3.248001814
BGR,1955,3.61291647
BGR,1960,4.479646206
BGR,1965,4.556549072
BGR,1970,5.998711586
BGR,1975,6.7182374
BGR,1980,7.725227356
BGR,1985,8.564546585
BGR,1990,9.001887321
BGR,1995,9.445018768
BGR,2000,9.840135574
BGR,2005,10.60647392
BGR,2010,11.30528069
HUN,1870,1.548535347
HUN,1875,1.742032528
HUN,1880,1.927610755
HUN,1885,2.134385109
HUN,1890,2.420023203
HUN,1895,2.721901178
HUN,1900,3.027100563
HUN,1905,3.367276669
HUN,1910,3.729905367
HUN,1915,4.113298893
HUN,1920,4.496593475
HUN,1925,4.916763306
HUN,1930,5.291462421
HUN,1935,5.677106857
HUN,1940,6.088754177
HUN,1945,6.57787323
HUN,1950,7.017434597
HUN,1955,7.216039658
HUN,1960,7.384600639
HUN,1965,7.569453239
HUN,1970,8.046611786
HUN,1975,8.545883179
HUN,1980,9.185218811
HUN,1985,9.180534363
HUN,1990,9.481341362
HUN,1995,10.77896023
HUN,2000,11.70933628
HUN,2005,11.99817371
HUN,2010,12.3881588
POL,1870,1.220275521
POL,1875,1.316044688
POL,1880,1.417055368
POL,1885,1.52341938
POL,1890,1.635228753
POL,1895,1.752694607
POL,1900,1.876212358
POL,1905,2.006409407
POL,1910,2.392945528
POL,1915,2.699627876
POL,1920,2.976884604
POL,1925,3.245648861
POL,1930,3.65353632
POL,1935,4.177129269
POL,1940,4.608703136
POL,1945,4.951967716
POL,1950,5.144721508
POL,1955,5.53913784
POL,1960,5.859631062
POL,1965,6.664093494
POL,1970,7.36322403
POL,1975,8.011423111
POL,1980,8.164227486
POL,1985,8.493278503
POL,1990,9.750922203
POL,1995,10.35426998
POL,2000,10.99115562
POL,2005,11.43457794
POL,2010,11.94752216
RUS,1870,0.1162338555
RUS,1875,0.1319690794
RUS,1880,0.1598161012
RUS,1885,0.1925381869
RUS,1890,0.225265488
RUS,1895,0.2597709596
RUS,1900,0.3044392765
RUS,1905,0.3719596863
RUS,1910,0.4925226867
RUS,1915,0.6633582115
RUS,1920,0.8983491659
RUS,1925,1.199454427
RUS,1930,1.545182347
RUS,1935,1.956910491
RUS,1940,2.395324469
RUS,1945,2.992954969
RUS,1950,3.486933947
RUS,1955,4.066631317
RUS,1960,4.38277483
RUS,1965,5.058552742
RUS,1970,5.671347141
RUS,1975,6.497765541
RUS,1980,7.60005188
RUS,1985,8.715517998
RUS,1990,9.809167862
RUS,1995,10.76560307
RUS,2000,11.97789383
RUS,2005,12.21546459
RUS,2010,12.36517143
ARG,1870,0.3284828961
ARG,1875,0.3979808092
ARG,1880,0.48088938
ARG,1885,0.5791093111
ARG,1890,0.6727474332
ARG,1895,0.7297055721
ARG,1900,0.7961654663
ARG,1905,0.9331383705
ARG,1910,1.62110126
ARG,1915,2.183095455
ARG,1920,2.598807096
ARG,1925,2.943927288
ARG,1930,3.403184175
ARG,1935,3.803763866
ARG,1940,4.16906023
ARG,1945,4.473626137
ARG,1950,4.676717758
ARG,1955,5.04688406
ARG,1960,5.337974548
ARG,1965,5.699000835
ARG,1970,6.138247013
ARG,1975,6.65794611
ARG,1980,7.173997879
ARG,1985,7.743318081
ARG,1990,8.292691231
ARG,1995,8.702415466
ARG,2000,8.997646332
ARG,2005,9.488358498
ARG,2010,9.730823517
BRB,1870,0.8807681203
BRB,1875,0.9738855362
BRB,1880,1.110603809
BRB,1885,1.205277205
BRB,1890,1.337472558
BRB,1895,1.407110333
BRB,1900,1.47779572
BRB,1905,1.523521781
BRB,1910,1.66878438
BRB,1915,1.92694664
BRB,1920,2.375705004
BRB,1925,2.835136652
BRB,1930,3.305001259
BRB,1935,3.71393013
BRB,1940,4.110012531
BRB,1945,4.563361168
BRB,1950,4.605592251
BRB,1955,4.810748577
BRB,1960,5.002778053
BRB,1965,6.320556641
BRB,1970,8.184910774
BRB,1975,7.486406326
BRB,1980,6.74829483
BRB,1985,7.877119541
BRB,1990,8.514720917
BRB,1995,8.976400375
BRB,2000,9.172211647
BRB,2005,9.28212738
BRB,2010,9.444009781
BOL,1870,0.05345206708
BOL,1875,0.06584840268
BOL,1880,0.08126877248
BOL,1885,0.1002817452
BOL,1890,0.1236994416
BOL,1895,0.1525116563
BOL,1900,0.1861428618
BOL,1905,0.2257404625
BOL,1910,0.271333158
BOL,1915,0.3285854757
BOL,1920,0.4144007564
BOL,1925,0.661380291
BOL,1930,0.8689103723
BOL,1935,1.074579358
BOL,1940,1.374380946
BOL,1945,1.622909188
BOL,1950,1.946683764
BOL,1955,2.24404192
BOL,1960,2.622507572
BOL,1965,2.897928238
BOL,1970,3.42587018
BOL,1975,3.88894558
BOL,1980,4.714550972
BOL,1985,5.673446178
BOL,1990,6.734230995
BOL,1995,7.38386631
BOL,2000,7.999503136
BOL,2005,8.078550339
BOL,2010,8.263158798
BRA,1870,0.1164109558
BRA,1875,0.1417961866
BRA,1880,0.1728904396
BRA,1885,0.2116066813
BRA,1890,0.2548516691
BRA,1895,0.2983235419
BRA,1900,0.4870095253
BRA,1905,0.6255212426
BRA,1910,0.8275234699
BRA,1915,0.9700034857
BRA,1920,1.153752685
BRA,1925,1.279238939
BRA,1930,1.436406374
BRA,1935,1.550999999
BRA,1940,1.68392086
BRA,1945,1.784799695
BRA,1950,1.992154121
BRA,1955,2.227567911
BRA,1960,2.547996998
BRA,1965,2.800127506
BRA,1970,3.087011099
BRA,1975,2.773786783
BRA,1980,2.986625195
BRA,1985,3.643994331
BRA,1990,4.113882542
BRA,1995,5.065325737
BRA,2000,6.040873051
BRA,2005,7.159892559
BRA,2010,8.067073822
CHL,1870,0.3359313011
CHL,1875,0.4002762139
CHL,1880,0.4812667966
CHL,1885,0.5610482097
CHL,1890,0.6293722987
CHL,1895,0.6896772981
CHL,1900,1.305506468
CHL,1905,1.709312677
CHL,1910,2.147278547
CHL,1915,2.654350042
CHL,1920,3.045475245
CHL,1925,3.522693396
CHL,1930,3.870350122
CHL,1935,4.250623226
CHL,1940,4.449467182
CHL,1945,4.636117458
CHL,1950,4.795068264
CHL,1955,4.95889616
CHL,1960,4.999330044
CHL,1965,5.33798027
CHL,1970,5.904954433
CHL,1975,6.141708374
CHL,1980,6.600533009
CHL,1985,7.464779854
CHL,1990,8.295613289
CHL,1995,8.632888794
CHL,2000,9.155451775
CHL,2005,9.813002586
CHL,2010,10.46160889
COL,1870,0.2733245492
COL,1875,0.3063057661
COL,1880,0.350028336
COL,1885,0.403032124
COL,1890,0.4636665583
COL,1895,0.5162504911
COL,1900,0.7567023635
COL,1905,0.9480819106
COL,1910,1.123751998
COL,1915,1.343741298
COL,1920,1.535978913
COL,1925,1.761235237
COL,1930,1.925929666
COL,1935,2.123594999
COL,1940,2.252618551
COL,1945,2.418957472
COL,1950,2.301201344
COL,1955,2.59241271
COL,1960,2.843190432
COL,1965,3.127646446
COL,1970,3.432869434
COL,1975,3.927459478
COL,1980,4.37117672
COL,1985,4.956953049
COL,1990,5.687569141
COL,1995,6.371558189
COL,2000,6.805536747
COL,2005,7.308223724
COL,2010,8.955221176
CRI,1870,0.3684388995
CRI,1875,0.4323831201
CRI,1880,0.5058141947
CRI,1885,0.5895545483
CRI,1890,0.7164228559
CRI,1895,0.8351957798
CRI,1900,1.355203867
CRI,1905,1.798859477
CRI,1910,2.144101143
CRI,1915,2.526671171
CRI,1920,2.820301771
CRI,1925,3.087001085
CRI,1930,3.281413078
CRI,1935,3.471379757
CRI,1940,3.554339409
CRI,1945,3.658889771
CRI,1950,3.536257982
CRI,1955,3.61038065
CRI,1960,3.76401186
CRI,1965,3.881291151
CRI,1970,3.661436081
CRI,1975,4.612464905
CRI,1980,5.496141911
CRI,1985,6.271369457
CRI,1990,6.951589108
CRI,1995,7.432747841
CRI,2000,7.81088686
CRI,2005,8.474774361
CRI,2010,8.378265381
CUB,1870,0.1062104777
CUB,1875,0.1302766651
CUB,1880,0.1606108844
CUB,1885,0.1961233467
CUB,1890,0.244452849
CUB,1895,0.3044294715
CUB,1900,0.3924241364
CUB,1905,0.8934812546
CUB,1910,1.25025928
CUB,1915,1.609423876
CUB,1920,2.047804356
CUB,1925,2.402180433
CUB,1930,2.772115946
CUB,1935,3.050512791
CUB,1940,3.287448168
CUB,1945,3.425416231
CUB,1950,3.554028034
CUB,1955,3.671148777
CUB,1960,3.964668989
CUB,1965,4.397961617
CUB,1970,4.915048599
CUB,1975,5.724238873
CUB,1980,6.86244297
CUB,1985,7.47883749
CUB,1990,8.500094414
CUB,1995,9.350384712
CUB,2000,9.977562904
CUB,2005,10.22667599
CUB,2010,10.7159853
DOM,1870,0.03440981358
DOM,1875,0.05375465378
DOM,1880,0.08212932944
DOM,1885,0.1179365739
DOM,1890,0.1607900709
DOM,1895,0.2050321251
DOM,1900,0.241146028
DOM,1905,0.2731073499
DOM,1910,0.8425526619
DOM,1915,1.22099483
DOM,1920,1.583993554
DOM,1925,1.852056265
DOM,1930,2.047714949
DOM,1935,2.205046415
DOM,1940,2.292535543
DOM,1945,2.403109789
DOM,1950,2.406076908
DOM,1955,2.407686949
DOM,1960,2.407704115
DOM,1965,2.676608324
DOM,1970,3.191849232
DOM,1975,3.578297853
DOM,1980,4.102417469
DOM,1985,4.716794968
DOM,1990,5.403663158
DOM,1995,6.103452682
DOM,2000,6.711136818
DOM,2005,7.107196331
DOM,2010,7.904977798
ECU,1870,0.1824568063
ECU,1875,0.220880419
ECU,1880,0.2671423256
ECU,1885,0.3220244348
ECU,1890,0.3874349296
ECU,1895,0.4646472633
ECU,1900,0.7427963614
ECU,1905,0.9412583113
ECU,1910,1.133045197
ECU,1915,1.355148673
ECU,1920,1.5416013
ECU,1925,1.739631176
ECU,1930,1.90920496
ECU,1935,2.08005476
ECU,1940,2.17140007
ECU,1945,2.32498312
ECU,1950,2.427912951
ECU,1955,2.690085411
ECU,1960,3.009520292
ECU,1965,3.532790184
ECU,1970,4.007975578
ECU,1975,4.434490204
ECU,1980,5.626706123
ECU,1985,6.11479044
ECU,1990,6.699403286
ECU,1995,7.009187698
ECU,2000,7.125738144
ECU,2005,7.422636032
ECU,2010,8.006115913
SLV,1870,0.2324179709
SLV,1875,0.2756859362
SLV,1880,0.3265669644
SLV,1885,0.3861900866
SLV,1890,0.455776006
SLV,1895,0.5366187096
SLV,1900,0.7417056561
SLV,1905,0.8854978681
SLV,1910,1.023037314
SLV,1915,1.113207221
SLV,1920,1.199526191
SLV,1925,1.280403018
SLV,1930,1.349294305
SLV,1935,1.405137777
SLV,1940,1.436109424
SLV,1945,1.508875012
SLV,1950,1.431358337
SLV,1955,1.576042652
SLV,1960,1.673779607
SLV,1965,1.982055306
SLV,1970,2.35537529
SLV,1975,2.757359028
SLV,1980,3.221060276
SLV,1985,3.621280909
SLV,1990,4.004254341
SLV,1995,5.027256489
SLV,2000,6.285896778
SLV,2005,7.58160305
SLV,2010,8.112782478
GTM,1870,0.2508101165
GTM,1875,0.2889775336
GTM,1880,0.3326317966
GTM,1885,0.3824397922
GTM,1890,0.439109385
GTM,1895,0.5033906102
GTM,1900,0.6976245046
GTM,1905,0.8192081451
GTM,1910,0.9369346499
GTM,1915,1.17660737
GTM,1920,1.334369063
GTM,1925,1.293334603
GTM,1930,1.301456928
GTM,1935,1.341451645
GTM,1940,1.34836328
GTM,1945,1.374364376
GTM,1950,1.286778927
GTM,1955,1.241706729
GTM,1960,1.246486187
GTM,1965,1.301929474
GTM,1970,1.411934137
GTM,1975,1.648815036
GTM,1980,2.448834896
GTM,1985,2.837862253
GTM,1990,3.215105772
GTM,1995,3.610211372
GTM,2000,4.038910389
GTM,2005,3.960129976
GTM,2010,4.574556828
GUY,1870,0.1749969572
GUY,1875,0.2281667441
GUY,1880,0.3152622879
GUY,1885,0.5055819154
GUY,1890,0.7953600883
GUY,1895,1.073926687
GUY,1900,1.320237994
GUY,1905,1.552816868
GUY,1910,1.828653336
GUY,1915,2.032364368
GUY,1920,2.358565569
GUY,1925,2.640068293
GUY,1930,2.884856462
GUY,1935,3.09627223
GUY,1940,3.293912888
GUY,1945,3.484766006
GUY,1950,4.21160984
GUY,1955,4.464262962
GUY,1960,4.630618095
GUY,1965,4.865400314
GUY,1970,5.062404156
GUY,1975,5.518702984
GUY,1980,6.016131401
GUY,1985,6.541531086
GUY,1990,7.076604366
GUY,1995,7.541826725
GUY,2000,8.116000175
GUY,2005,8.424779892
GUY,2010,8.824820518
HND,1870,0.2420105487
HND,1875,0.2829646766
HND,1880,0.3330775797
HND,1885,0.3867338002
HND,1890,0.4593212008
HND,1895,0.5437050462
HND,1900,0.6371288896
HND,1905,0.7354931831
HND,1910,0.9513207078
HND,1915,1.122358561
HND,1920,1.267784238
HND,1925,1.382572293
HND,1930,1.466207743
HND,1935,1.513592005
HND,1940,1.557036638
HND,1945,1.594159961
HND,1950,1.614858508
HND,1955,1.672973394
HND,1960,1.722023845
HND,1965,1.743392825
HND,1970,1.950349092
HND,1975,2.171691418
HND,1980,3.007479429
HND,1985,4.010730267
HND,1990,4.511003494
HND,1995,4.991452694
HND,2000,5.39334631
HND,2005,5.772645473
HND,2010,6.09095335
JAM,1870,0.7404183745
JAM,1875,0.8071097732
JAM,1880,0.8616063595
JAM,1885,0.9522474408
JAM,1890,1.085865378
JAM,1895,1.311978579
JAM,1900,1.601041675
JAM,1905,1.917213559
JAM,1910,2.226867676
JAM,1915,2.473366499
JAM,1920,2.690238476
JAM,1925,2.903727531
JAM,1930,3.066652298
JAM,1935,3.202595711
JAM,1940,3.301614285
JAM,1945,3.414546251
JAM,1950,3.455261707
JAM,1955,3.579096079
JAM,1960,3.701925993
JAM,1965,4.086979866
JAM,1970,4.542134285
JAM,1975,4.886320114
JAM,1980,5.514672756
JAM,1985,6.156267166
JAM,1990,6.818267345
JAM,1995,7.949950218
JAM,2000,9.217521667
JAM,2005,9.700008392
JAM,2010,10.30760193
MEX,1870,0.3259350657
MEX,1875,0.3871260881
MEX,1880,0.4582690001
MEX,1885,0.5401138663
MEX,1890,0.6261152625
MEX,1895,0.7052998543
MEX,1900,0.7767848969
MEX,1905,0.8486719728
MEX,1910,1.202328801
MEX,1915,1.411673427
MEX,1920,1.642246485
MEX,1925,1.825076222
MEX,1930,1.960618019
MEX,1935,2.055334568
MEX,1940,2.11158824
MEX,1945,2.180671453
MEX,1950,2.186004639
MEX,1955,2.190228462
MEX,1960,2.345203876
MEX,1965,2.576776981
MEX,1970,2.963101864
MEX,1975,3.460921288
MEX,1980,4.111625195
MEX,1985,4.999072552
MEX,1990,5.83873558
MEX,1995,6.741784096
MEX,2000,7.529950142
MEX,2005,8.469818115
MEX,2010,8.838975906
NIC,1870,0.1569999158
NIC,1875,0.1848546267
NIC,1880,0.2150713205
NIC,1885,0.2595340014
NIC,1890,0.3126008809
NIC,1895,0.3755873442
NIC,1900,0.734077692
NIC,1905,0.9624612927
NIC,1910,1.189381003
NIC,1915,1.341934085
NIC,1920,1.487049937
NIC,1925,1.561646104
NIC,1930,1.632545352
NIC,1935,1.662749052
NIC,1940,1.657531977
NIC,1945,1.638190627
NIC,1950,1.530056834
NIC,1955,1.673855186
NIC,1960,1.938646317
NIC,1965,2.274426699
NIC,1970,2.691144705
NIC,1975,2.941350222
NIC,1980,3.305789709
NIC,1985,3.769124985
NIC,1990,4.291788101
NIC,1995,4.816560268
NIC,2000,5.377571583
NIC,2005,5.888970852
NIC,2010,6.290932655
PAN,1870,0.1065450311
PAN,1875,0.1226408333
PAN,1880,0.1445074826
PAN,1885,0.1645183116
PAN,1890,0.1992681921
PAN,1895,0.2411128581
PAN,1900,0.6853554845
PAN,1905,0.9703875184
PAN,1910,1.257945776
PAN,1915,1.574365854
PAN,1920,1.853960395
PAN,1925,2.148128033
PAN,1930,2.398857355
PAN,1935,2.78591156
PAN,1940,3.014975071
PAN,1945,3.313636541
PAN,1950,3.646272898
PAN,1955,3.980138063
PAN,1960,4.390295506
PAN,1965,4.588940144
PAN,1970,4.921447277
PAN,1975,5.48417902
PAN,1980,6.176215649
PAN,1985,6.941115379
PAN,1990,7.736344814
PAN,1995,8.416566849
PAN,2000,9.106762886
PAN,2005,9.395438194
PAN,2010,9.735321045
PRY,1870,0.06377068162
PRY,1875,0.07763454318
PRY,1880,0.09470449388
PRY,1885,0.1156821027
PRY,1890,0.1414017528
PRY,1895,0.1728453189
PRY,1900,0.570597589
PRY,1905,0.8327567577
PRY,1910,1.077651858
PRY,1915,1.375795007
PRY,1920,1.617754221
PRY,1925,1.951565623
PRY,1930,2.217626572
PRY,1935,2.483231306
PRY,1940,2.642317772
PRY,1945,2.870588541
PRY,1950,2.607277155
PRY,1955,2.90776825
PRY,1960,3.116975546
PRY,1965,3.467470169
PRY,1970,3.880711555
PRY,1975,4.312871933
PRY,1980,4.874933243
PRY,1985,5.480158329
PRY,1990,6.112438679
PRY,1995,6.308784485
PRY,2000,6.318012238
PRY,2005,7.40475893
PRY,2010,7.74379015
PER,1870,0.044593364
PER,1875,0.05550573394
PER,1880,0.06936108321
PER,1885,0.08690502495
PER,1890,0.1090365499
PER,1895,0.1368781775
PER,1900,0.1732321084
PER,1905,0.2186003476
PER,1910,0.5378097892
PER,1915,0.767989397
PER,1920,0.998555541
PER,1925,1.336153984
PER,1930,1.606738806
PER,1935,1.906656027
PER,1940,2.133664131
PER,1945,2.417120218
PER,1950,2.544868231
PER,1955,2.816258669
PER,1960,3.046604395
PER,1965,3.374959469
PER,1970,3.859258652
PER,1975,4.551394463
PER,1980,5.481666088
PER,1985,5.983363628
PER,1990,6.736588001
PER,1995,7.553611279
PER,2000,8.60606575
PER,2005,9.676681519
PER,2010,9.158624649
TTO,1870,0.3949858546
TTO,1875,0.4795385003
TTO,1880,0.6011782289
TTO,1885,0.6872367859
TTO,1890,0.8114933968
TTO,1895,1.031151175
TTO,1900,1.242544413
TTO,1905,1.53073585
TTO,1910,1.936332941
TTO,1915,2.278093576
TTO,1920,2.75164938
TTO,1925,3.174641371
TTO,1930,3.535914898
TTO,1935,3.93722105
TTO,1940,4.266837597
TTO,1945,4.581622124
TTO,1950,4.821678162
TTO,1955,5.080379963
TTO,1960,5.27510643
TTO,1965,5.588780403
TTO,1970,5.834374428
TTO,1975,6.506537437
TTO,1980,7.111938953
TTO,1985,7.730090141
TTO,1990,8.247852325
TTO,1995,8.848339081
TTO,2000,9.461363792
TTO,2005,10.06826687
TTO,2010,10.77679348
URY,1870,0.3139702082
URY,1875,0.371203661
URY,1880,0.4378962517
URY,1885,0.5152956247
URY,1890,0.6046600938
URY,1895,0.7170325518
URY,1900,0.8289529085
URY,1905,0.9220195413
URY,1910,1.013182402
URY,1915,1.536107659
URY,1920,1.889180422
URY,1925,2.23521018
URY,1930,2.632071495
URY,1935,2.983518839
URY,1940,3.420090914
URY,1945,3.791608095
URY,1950,4.225533009
URY,1955,4.466959
URY,1960,4.779506683
URY,1965,5.048278809
URY,1970,5.523436546
URY,1975,5.977040291
URY,1980,6.53229332
URY,1985,7.077252388
URY,1990,7.493155956
URY,1995,7.924862385
URY,2000,8.310413361
URY,2005,8.528491974
URY,2010,8.660952568
VEN,1870,0.01310270093
VEN,1875,0.01542441081
VEN,1880,0.01838012598
VEN,1885,0.02214173041
VEN,1890,0.02692665905
VEN,1895,0.0330092907
VEN,1900,0.3317714632
VEN,1905,0.5312001705
VEN,1910,0.7292944193
VEN,1915,0.8788102865
VEN,1920,1.001288176
VEN,1925,1.13787055
VEN,1930,1.231968045
VEN,1935,1.371393204
VEN,1940,1.435118437
VEN,1945,1.556382775
VEN,1950,1.513797402
VEN,1955,1.830007672
VEN,1960,2.112174273
VEN,1965,2.21895504
VEN,1970,2.549964905
VEN,1975,3.435517788
VEN,1980,4.692071438
VEN,1985,4.896039963
VEN,1990,4.944400787
VEN,1995,5.831188679
VEN,2000,6.678266048
VEN,2005,7.576780319
VEN,2010,8.657814026
DZA,1870,0.08503738791
DZA,1875,0.09988752753
DZA,1880,0.1242144033
DZA,1885,0.1549220681
DZA,1890,0.1889231503
DZA,1895,0.2198789418
DZA,1900,0.253508985
DZA,1905,0.4174116552
DZA,1910,0.5404509306
DZA,1915,0.6648142338
DZA,1920,0.7399578691
DZA,1925,0.81553334
DZA,1930,0.8593680263
DZA,1935,0.9037632942
DZA,1940,0.9097790122
DZA,1945,0.89640975
DZA,1950,0.8915947676
DZA,1955,0.8834100962
DZA,1960,0.7310034037
DZA,1965,0.6830823421
DZA,1970,0.8694171309
DZA,1975,1.317964792
DZA,1980,1.913410306
DZA,1985,2.808070898
DZA,1990,3.760488033
DZA,1995,4.613407135
DZA,2000,5.354293823
DZA,2005,5.843995571
DZA,2010,6.473147392
EGY,1870,0.01774816774
EGY,1875,0.02193672955
EGY,1880,0.02739235759
EGY,1885,0.03447712213
EGY,1890,0.04365057126
EGY,1895,0.05548967794
EGY,1900,0.07074052095
EGY,1905,0.09029062837
EGY,1910,0.115652658
EGY,1915,0.148360163
EGY,1920,0.1930246055
EGY,1925,0.23556678
EGY,1930,0.273265183
EGY,1935,0.3096443117
EGY,1940,0.3811594844
EGY,1945,0.4407889843
EGY,1950,0.519045651
EGY,1955,0.5817220807
EGY,1960,0.7291063666
EGY,1965,0.8415108919
EGY,1970,1.119371414
EGY,1975,1.375046611
EGY,1980,2.200115442
EGY,1985,3.138888359
EGY,1990,3.724340916
EGY,1995,4.324451923
EGY,2000,5.09435606
EGY,2005,6.01693964
EGY,2010,7.0079813
IRN,1870,0.005880691577
IRN,1875,0.006148217712
IRN,1880,0.00667428039
IRN,1885,0.007533509284
IRN,1890,0.008823708631
IRN,1895,0.01072100922
IRN,1900,0.01344519295
IRN,1905,0.02556596696
IRN,1910,0.0345733054
IRN,1915,0.04357338697
IRN,1920,0.06678488851
IRN,1925,0.08410447836
IRN,1930,0.1262542903
IRN,1935,0.1582517326
IRN,1940,0.2376017421
IRN,1945,0.2957161665
IRN,1950,0.3824429214
IRN,1955,0.4680400789
IRN,1960,0.6604808569
IRN,1965,0.9052465558
IRN,1970,1.286333323
IRN,1975,1.798295856
IRN,1980,2.530981541
IRN,1985,3.526702642
IRN,1990,4.609627247
IRN,1995,5.683743477
IRN,2000,6.636438847
IRN,2005,7.490614891
IRN,2010,8.489048004
IRQ,1870,0.005988888908
IRQ,1875,0.006281642709
IRQ,1880,0.006725300569
IRQ,1885,0.007291251794
IRQ,1890,0.008189353161
IRQ,1895,0.009526080452
IRQ,1900,0.01147495583
IRQ,1905,0.01362362597
IRQ,1910,0.01586565562
IRQ,1915,0.01818178594
IRQ,1920,0.02510284632
IRQ,1925,0.03098314628
IRQ,1930,0.04761231691
IRQ,1935,0.06250706315
IRQ,1940,0.09461995214
IRQ,1945,0.1242052019
IRQ,1950,0.194436565
IRQ,1955,0.2445576936
IRQ,1960,0.3418836296
IRQ,1965,0.4582004249
IRQ,1970,0.7141886353
IRQ,1975,1.111829162
IRQ,1980,1.785247684
IRQ,1985,2.52647686
IRQ,1990,3.531054258
IRQ,1995,4.592927933
IRQ,2000,5.484609604
IRQ,2005,6.304273605
IRQ,2010,6.834358692
MLT,1870,0.5854544044
MLT,1875,0.6347638965
MLT,1880,0.6873738766
MLT,1885,0.7434170246
MLT,1890,0.803126514
MLT,1895,0.8665020466
MLT,1900,1.125500679
MLT,1905,1.316790581
MLT,1910,1.519268394
MLT,1915,1.687758446
MLT,1920,1.838687897
MLT,1925,2.096020699
MLT,1930,2.293720484
MLT,1935,2.553281069
MLT,1940,2.71889329
MLT,1945,2.988182545
MLT,1950,3.193430662
MLT,1955,3.559981585
MLT,1960,4.151142597
MLT,1965,4.879441261
MLT,1970,5.602852345
MLT,1975,6.161109447
MLT,1980,6.70390892
MLT,1985,7.617105961
MLT,1990,8.528292656
MLT,1995,9.369310379
MLT,2000,9.999988556
MLT,2005,10.4572916
MLT,2010,10.94344807
MAR,1870,0.005592110101
MAR,1875,0.005609702319
MAR,1880,0.005692737643
MAR,1885,0.00587516604
MAR,1890,0.006159775425
MAR,1895,0.006575547624
MAR,1900,0.007170425728
MAR,1905,0.008003445342
MAR,1910,0.009161705151
MAR,1915,0.01075621601
MAR,1920,0.05086837709
MAR,1925,0.07918488234
MAR,1930,0.1056225076
MAR,1935,0.1470617205
MAR,1940,0.1812391579
MAR,1945,0.2203930318
MAR,1950,0.2560554743
MAR,1955,0.3104301989
MAR,1960,0.3492391109
MAR,1965,0.5057020187
MAR,1970,0.6164146066
MAR,1975,0.9405294061
MAR,1980,1.301820755
MAR,1985,1.79901886
MAR,1990,2.332441807
MAR,1995,2.960545301
MAR,2000,3.622558355
MAR,2005,4.179513931
MAR,2010,4.6261096
SYR,1870,0.04175266996
SYR,1875,0.04316711426
SYR,1880,0.04485594481
SYR,1885,0.04612443596
SYR,1890,0.04707530513
SYR,1895,0.04861159623
SYR,1900,0.051342953
SYR,1905,0.05554557964
SYR,1910,0.1265646517
SYR,1915,0.1744493395
SYR,1920,0.218005985
SYR,1925,0.273578167
SYR,1930,0.3194252253
SYR,1935,0.3945931494
SYR,1940,0.4564453959
SYR,1945,0.5729625225
SYR,1950,0.6505404711
SYR,1955,0.801674962
SYR,1960,0.9307097197
SYR,1965,1.216872334
SYR,1970,1.554139495
SYR,1975,1.995216966
SYR,1980,2.708629608
SYR,1985,3.50496912
SYR,1990,4.224348068
SYR,1995,4.758139133
SYR,2000,4.880187035
SYR,2005,5.861612797
SYR,2010,6.723211765
TUN,1870,0.005946621764
TUN,1875,0.005913268775
TUN,1880,0.005913767964
TUN,1885,0.006089961622
TUN,1890,0.006579134613
TUN,1895,0.007471515331
TUN,1900,0.008951239288
TUN,1905,0.01121826936
TUN,1910,0.01458767708
TUN,1915,0.08964437246
TUN,1920,0.1491507143
TUN,1925,0.2086941898
TUN,1930,0.2560893297
TUN,1935,0.3178367913
TUN,1940,0.3853379786
TUN,1945,0.443169862
TUN,1950,0.5059936643
TUN,1955,0.5590331554
TUN,1960,0.6803542376
TUN,1965,0.7793494463
TUN,1970,1.090225577
TUN,1975,1.448169947
TUN,1980,2.305347204
TUN,1985,2.967830181
TUN,1990,3.797160625
TUN,1995,4.640208244
TUN,2000,5.471532822
TUN,2005,6.363406181
TUN,2010,7.302319527
BEN,1870,0.006373848766
BEN,1875,0.006572292186
BEN,1880,0.006931810174
BEN,1885,0.007502155378
BEN,1890,0.00841324497
BEN,1895,0.00971025601
BEN,1900,0.01150191296
BEN,1905,0.01393536665
BEN,1910,0.01718940586
BEN,1915,0.02150572836
BEN,1920,0.02722829394
BEN,1925,0.03479381651
BEN,1930,0.137305662
BEN,1935,0.2229236513
BEN,1940,0.3071175814
BEN,1945,0.3824953437
BEN,1950,0.4046369791
BEN,1955,0.4923407733
BEN,1960,0.5729184151
BEN,1965,0.6262788177
BEN,1970,0.6361069679
BEN,1975,0.6447261572
BEN,1980,0.6525999308
BEN,1985,1.115110874
BEN,1990,1.669022083
BEN,1995,2.286423445
BEN,2000,2.772377014
BEN,2005,3.113036394
BEN,2010,3.5088346
CMR,1870,0.0102746468
CMR,1875,0.0115233222
CMR,1880,0.01309694629
CMR,1885,0.01508073043
